iShares Russell 3000 ETF
Fund Holdings as of,"May 07, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"EXPO","EXPONENT INC","Industrials","Equity","872,553.76","0.00","872,553.76","13,754.00","63.44","United States","NASDAQ","USD","1.00","USD","-"
"RYAN","RYAN SPECIALTY HOLDINGS INC CLASS","Financials","Equity","871,295.67","0.00","871,295.67","27,477.00","31.71","United States","NYSE","USD","1.00","USD","-"
"SLG","SL GREEN REALTY REIT CORP","Real Estate","Equity","869,104.32","0.00","869,104.32","19,194.00","45.28","United States","NYSE","USD","1.00","USD","-"
"CHEF","CHEFS WAREHOUSE INC","Consumer Staples","Equity","865,904.52","0.00","865,904.52","10,778.00","80.34","United States","NASDAQ","USD","1.00","USD","-"
"PATK","PATRICK INDUSTRIES INC","Consumer Discretionary","Equity","863,961.60","0.00","863,961.60","9,060.00","95.36","United States","NASDAQ","USD","1.00","USD","-"
"MPT","MEDICAL PROPERTIES TRUST REIT INC","Real Estate","Equity","861,829.02","0.00","861,829.02","161,694.00","5.33","United States","NYSE","USD","1.00","USD","-"
"AVNT","AVIENT CORP","Materials","Equity","862,237.20","0.00","862,237.20","23,610.00","36.52","United States","NYSE","USD","1.00","USD","-"
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","Equity","858,880.26","0.00","858,880.26","41,958.00","20.47","Australia","NYSE","USD","1.00","USD","-"
"BOH","BANK OF HAWAII CORP","Financials","Equity","857,484.32","0.00","857,484.32","10,736.00","79.87","United States","NYSE","USD","1.00","USD","-"
"SLNO","SOLENO THERAPEUTICS INC","Health Care","Equity","858,266.55","0.00","858,266.55","16,209.00","52.95","United States","NASDAQ","USD","1.00","USD","-"
"SXI","STANDEX INTERNATIONAL CORP","Industrials","Equity","851,003.26","0.00","851,003.26","3,169.00","268.54","United States","NYSE","USD","1.00","USD","-"
"EXTR","EXTREME NETWORKS INC","Information Technology","Equity","847,825.44","0.00","847,825.44","36,047.00","23.52","United States","NASDAQ","USD","1.00","USD","-"
"PLMR","PALOMAR HOLDINGS INC","Financials","Equity","845,187.94","0.00","845,187.94","7,442.00","113.57","United States","NASDAQ","USD","1.00","USD","-"
"WSBC","WESBANCO INC","Financials","Equity","843,885.00","0.00","843,885.00","24,675.00","34.20","United States","NASDAQ","USD","1.00","USD","-"
"QTWO","Q2 HOLDINGS INC","Information Technology","Equity","844,039.19","0.00","844,039.19","16,651.00","50.69","United States","NYSE","USD","1.00","USD","-"
"KRMN","KARMAN HOLDINGS INC","Industrials","Equity","844,546.95","0.00","844,546.95","13,971.00","60.45","United States","NYSE","USD","1.00","USD","-"
"PLAB","PHOTRONICS INC","Information Technology","Equity","838,947.24","0.00","838,947.24","16,659.00","50.36","United States","NASDAQ","USD","1.00","USD","-"
"STNE","STONECO LTD CLASS A","Financials","Equity","835,783.20","0.00","835,783.20","75,705.00","11.04","Brazil","NASDAQ","USD","1.00","USD","-"
"BILL","BILL HOLDINGS INC","Information Technology","Equity","832,248.34","0.00","832,248.34","22,099.00","37.66","United States","NYSE","USD","1.00","USD","-"
"VCYT","VERACYTE INC","Health Care","Equity","832,523.00","0.00","832,523.00","20,425.00","40.76","United States","NASDAQ","USD","1.00","USD","-"
"DNTH","DIANTHUS THERAPEUTICS INC","Health Care","Equity","833,503.44","0.00","833,503.44","9,752.00","85.47","United States","NASDAQ","USD","1.00","USD","-"
"DRS","LEONARDO DRS INC","Industrials","Equity","829,877.44","0.00","829,877.44","20,026.00","41.44","United States","NASDAQ","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","830,307.45","0.00","830,307.45","112,967.00","7.35","United States","NASDAQ","USD","1.00","USD","-"
"LCII","LCI INDUSTRIES","Consumer Discretionary","Equity","831,426.63","0.00","831,426.63","7,141.00","116.43","United States","NYSE","USD","1.00","USD","-"
"AEO","AMERICAN EAGLE OUTFITTERS INC","Consumer Discretionary","Equity","828,788.48","0.00","828,788.48","49,807.00","16.64","United States","NYSE","USD","1.00","USD","-"
"COCO","THE VITA COCO COMPANY INC","Consumer Staples","Equity","829,031.78","0.00","829,031.78","12,155.00","68.20","United States","NASDAQ","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","829,658.65","0.00","829,658.65","6,217.00","133.45","United States","NASDAQ","USD","1.00","USD","-"
"PARR","PAR PACIFIC HOLDINGS INC","Energy","Equity","829,668.00","0.00","829,668.00","13,328.00","62.25","United States","NYSE","USD","1.00","USD","-"
"DNLI","DENALI THERAPEUTICS INC","Health Care","Equity","824,272.20","0.00","824,272.20","41,820.00","19.71","United States","NASDAQ","USD","1.00","USD","-"
"CNK","CINEMARK HOLDINGS INC","Communication","Equity","824,786.75","0.00","824,786.75","30,025.00","27.47","United States","NYSE","USD","1.00","USD","-"
"CHH","CHOICE HOTELS INTERNATIONAL INC","Consumer Discretionary","Equity","822,944.25","0.00","822,944.25","7,725.00","106.53","United States","NYSE","USD","1.00","USD","-"
"PFS","PROVIDENT FINANCIAL SERVICES INC","Financials","Equity","822,947.84","0.00","822,947.84","36,608.00","22.48","United States","NYSE","USD","1.00","USD","-"
"SFNC","SIMMONS FIRST NATIONAL CORP CLASS","Financials","Equity","823,534.80","0.00","823,534.80","38,555.00","21.36","United States","NASDAQ","USD","1.00","USD","-"
"ITGR","INTEGER HOLDINGS CORP","Health Care","Equity","820,645.28","0.00","820,645.28","9,334.00","87.92","United States","NYSE","USD","1.00","USD","-"
"NSA","NATIONAL STORAGE AFFILIATES TRUST","Real Estate","Equity","819,066.99","0.00","819,066.99","18,903.00","43.33","United States","NYSE","USD","1.00","USD","-"
"BELFB","BEL FUSE INC CLASS B","Information Technology","Equity","819,387.66","0.00","819,387.66","2,821.00","290.46","United States","NASDAQ","USD","1.00","USD","-"
"BCC","BOISE CASCADE","Industrials","Equity","817,531.36","0.00","817,531.36","11,236.00","72.76","United States","NYSE","USD","1.00","USD","-"
"KD","KYNDRYL HOLDINGS INC","Information Technology","Equity","813,674.72","0.00","813,674.72","64,373.00","12.64","United States","NYSE","USD","1.00","USD","-"
"SEI","SOLARIS OILFIELD INFRASTRUCTURE IN","Energy","Equity","810,419.37","0.00","810,419.37","11,091.00","73.07","United States","NYSE","USD","1.00","USD","-"
"NTB","BANK OF NT BUTTERFIELD & SON LTD","Financials","Equity","809,086.74","0.00","809,086.74","14,394.00","56.21","United States","NYSE","USD","1.00","USD","-"
"EEFT","EURONET WORLDWIDE INC","Financials","Equity","810,285.60","0.00","810,285.60","11,320.00","71.58","United States","NASDAQ","USD","1.00","USD","-"
"HGV","HILTON GRAND VACATIONS INC","Consumer Discretionary","Equity","806,897.52","0.00","806,897.52","16,596.00","48.62","United States","NYSE","USD","1.00","USD","-"
"VC","VISTEON CORP","Consumer Discretionary","Equity","805,549.50","0.00","805,549.50","7,170.00","112.35","United States","NASDAQ","USD","1.00","USD","-"
"AWR","AMERICAN STATES WATER","Utilities","Equity","803,823.24","0.00","803,823.24","10,461.00","76.84","United States","NYSE","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","802,143.93","0.00","802,143.93","54,309.00","14.77","United States","NYSE","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","799,209.99","0.00","799,209.99","26,973.00","29.63","United States","NYSE","USD","1.00","USD","-"
"ACAD","ACADIA PHARMACEUTICALS INC","Health Care","Equity","799,526.40","0.00","799,526.40","35,440.00","22.56","United States","NASDAQ","USD","1.00","USD","-"
"RHI","ROBERT HALF","Industrials","Equity","796,435.80","0.00","796,435.80","29,067.00","27.40","United States","NYSE","USD","1.00","USD","-"
"LXP","LXP INDUSTRIAL TRUST","Real Estate","Equity","790,168.16","0.00","790,168.16","15,266.00","51.76","United States","NYSE","USD","1.00","USD","-"
"TOWN","TOWNEBANK","Financials","Equity","787,192.83","0.00","787,192.83","22,601.00","34.83","United States","NASDAQ","USD","1.00","USD","-"
"FSLY","FASTLY INC CLASS A","Information Technology","Equity","787,488.00","0.00","787,488.00","40,384.00","19.50","United States","NASDAQ","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","788,297.58","0.00","788,297.58","28,749.00","27.42","United States","NASDAQ","USD","1.00","USD","-"
"TNGX","TANGO THERAPEUTICS INC","Health Care","Equity","785,734.72","0.00","785,734.72","33,464.00","23.48","United States","NASDAQ","USD","1.00","USD","-"
"KALU","KAISER ALUMINIUM CORP","Materials","Equity","786,554.40","0.00","786,554.40","4,465.00","176.16","United States","NASDAQ","USD","1.00","USD","-"
"BEAM","BEAM THERAPEUTICS INC","Health Care","Equity","787,001.76","0.00","787,001.76","25,008.00","31.47","United States","NASDAQ","USD","1.00","USD","-"
"NIC","NICOLET BANKSHARES INC","Financials","Equity","783,764.67","0.00","783,764.67","5,343.00","146.69","United States","NYSE","USD","1.00","USD","-"
"SHOO","STEVEN MADDEN LTD","Consumer Discretionary","Equity","784,158.48","0.00","784,158.48","19,782.00","39.64","United States","NASDAQ","USD","1.00","USD","-"
"TRMK","TRUSTMARK CORP","Financials","Equity","781,338.48","0.00","781,338.48","17,394.00","44.92","United States","NASDAQ","USD","1.00","USD","-"
"CCC","CCC INTELLIGENT SOLUTIONS HOLDINGS","Information Technology","Equity","782,119.99","0.00","782,119.99","150,119.00","5.21","United States","NASDAQ","USD","1.00","USD","-"
"JOE","ST JOE","Real Estate","Equity","782,551.50","0.00","782,551.50","12,030.00","65.05","United States","NYSE","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","776,920.34","0.00","776,920.34","11,641.00","66.74","United States","NYSE","USD","1.00","USD","-"
"WDFC","WD-40","Consumer Staples","Equity","771,707.04","0.00","771,707.04","3,679.00","209.76","United States","NASDAQ","USD","1.00","USD","-"
"DX","DYNEX CAPITAL REIT INC","Financials","Equity","770,535.36","0.00","770,535.36","57,848.00","13.32","United States","NYSE","USD","1.00","USD","-"
"ARCB","ARCBEST CORP","Industrials","Equity","771,476.30","0.00","771,476.30","6,335.00","121.78","United States","NASDAQ","USD","1.00","USD","-"
"HOG","HARLEY DAVIDSON INC","Consumer Discretionary","Equity","768,300.00","0.00","768,300.00","32,500.00","23.64","United States","NYSE","USD","1.00","USD","-"
"VGNT","VERSIGENT PLC","Consumer Discretionary","Equity","768,534.00","0.00","768,534.00","19,706.00","39.00","United States","NYSE","USD","1.00","USD","-"
"WT","WISDOMTREE INC","Financials","Equity","769,429.44","0.00","769,429.44","41,102.00","18.72","United States","NYSE","USD","1.00","USD","-"
"FFBC","FIRST FINANCIAL BANCORP","Financials","Equity","769,483.41","0.00","769,483.41","25,287.00","30.43","United States","NASDAQ","USD","1.00","USD","-"
"HAE","HAEMONETICS CORP","Health Care","Equity","763,952.87","0.00","763,952.87","14,051.00","54.37","United States","NYSE","USD","1.00","USD","-"
"ASH","ASHLAND INC","Materials","Equity","765,163.00","0.00","765,163.00","14,050.00","54.46","United States","NYSE","USD","1.00","USD","-"
"HUBG","HUB GROUP INC CLASS A","Industrials","Equity","765,233.92","0.00","765,233.92","17,792.00","43.01","United States","NASDAQ","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","762,460.92","0.00","762,460.92","14,886.00","51.22","United States","NYSE","USD","1.00","USD","-"
"CPK","CHESAPEAKE UTILITIES CORP","Utilities","Equity","763,380.00","0.00","763,380.00","6,000.00","127.23","United States","NYSE","USD","1.00","USD","-"
"PBH","PRESTIGE CONSUMER HEALTHCARE INC","Health Care","Equity","763,659.51","0.00","763,659.51","13,989.00","54.59","United States","NYSE","USD","1.00","USD","-"
"MRX","MAREX GROUP PLC","Financials","Equity","758,278.08","0.00","758,278.08","14,616.00","51.88","United Kingdom","NASDAQ","USD","1.00","USD","-"
"PFSI","PENNYMAC FINANCIAL SERVICES INC","Financials","Equity","758,397.64","0.00","758,397.64","8,554.00","88.66","United States","NYSE","USD","1.00","USD","-"
"RUN","SUNRUN INC","Industrials","Equity","759,869.40","0.00","759,869.40","55,063.00","13.80","United States","NASDAQ","USD","1.00","USD","-"
"ATKR","ATKORE INC","Industrials","Equity","756,417.22","0.00","756,417.22","10,226.00","73.97","United States","NYSE","USD","1.00","USD","-"
"TRN","TRINITY INDUSTRIES INC","Industrials","Equity","757,202.24","0.00","757,202.24","20,666.00","36.64","United States","NYSE","USD","1.00","USD","-"
"BTU","PEABODY ENERGY CORP","Energy","Equity","754,474.15","0.00","754,474.15","31,345.00","24.07","United States","NYSE","USD","1.00","USD","-"
"ICUI","ICU MEDICAL INC","Health Care","Equity","754,542.17","0.00","754,542.17","6,131.00","123.07","United States","NASDAQ","USD","1.00","USD","-"
"CLDX","CELLDEX THERAPEUTICS INC","Health Care","Equity","751,665.88","0.00","751,665.88","22,559.00","33.32","United States","NASDAQ","USD","1.00","USD","-"
"NG","NOVAGOLD RESOURCES INC","Materials","Equity","749,078.40","0.00","749,078.40","87,920.00","8.52","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"EWTX","EDGEWISE THERAPEUTICS INC","Health Care","Equity","750,097.56","0.00","750,097.56","21,082.00","35.58","United States","NASDAQ","USD","1.00","USD","-"
"DAVE","DAVE INC CLASS A","Financials","Equity","748,308.54","0.00","748,308.54","3,002.00","249.27","United States","NASDAQ","USD","1.00","USD","-"
"VISN","VISTANCE NETWORKS INC","Information Technology","Equity","745,761.10","0.00","745,761.10","62,669.00","11.90","United States","NASDAQ","USD","1.00","USD","-"
"PENN","PENN ENTERTAINMENT INC","Consumer Discretionary","Equity","744,319.68","0.00","744,319.68","44,384.00","16.77","United States","NASDAQ","USD","1.00","USD","-"
"NVTS","NAVITAS SEMICONDUCTOR CORP","Information Technology","Equity","742,272.11","0.00","742,272.11","47,009.00","15.79","United States","NASDAQ","USD","1.00","USD","-"
"NGVT","INGEVITY CORP","Materials","Equity","739,514.88","0.00","739,514.88","9,984.00","74.07","United States","NYSE","USD","1.00","USD","-"
"CTRI","CENTURI HOLDINGS INC","Industrials","Equity","740,241.60","0.00","740,241.60","22,031.00","33.60","United States","NYSE","USD","1.00","USD","-"
"LASR","NLIGHT INC","Information Technology","Equity","740,599.91","0.00","740,599.91","11,189.00","66.19","United States","NASDAQ","USD","1.00","USD","-"
"ABM","ABM INDUSTRIES INC","Industrials","Equity","732,824.04","0.00","732,824.04","17,979.00","40.76","United States","NYSE","USD","1.00","USD","-"
"FBNC","FIRST BANCORP","Financials","Equity","730,873.00","0.00","730,873.00","12,350.00","59.18","United States","NASDAQ","USD","1.00","USD","-"
"CAKE","CHEESECAKE FACTORY INC","Consumer Discretionary","Equity","725,465.60","0.00","725,465.60","11,932.00","60.80","United States","NASDAQ","USD","1.00","USD","-"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","Real Estate","Equity","726,378.93","0.00","726,378.93","28,519.00","25.47","United States","NYSE","USD","1.00","USD","-"
"MGEE","MGE ENERGY INC","Utilities","Equity","726,643.10","0.00","726,643.10","9,734.00","74.65","United States","NASDAQ","USD","1.00","USD","-"
"UNFI","UNITED NATURAL FOODS INC","Consumer Staples","Equity","723,299.60","0.00","723,299.60","14,440.00","50.09","United States","NYSE","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","721,643.20","0.00","721,643.20","26,531.00","27.20","United States","NYSE","USD","1.00","USD","-"
"MGRC","MCGRATH RENT","Industrials","Equity","721,993.95","0.00","721,993.95","6,315.00","114.33","United States","NASDAQ","USD","1.00","USD","-"
"NMRK","NEWMARK GROUP INC CLASS A","Real Estate","Equity","721,006.93","0.00","721,006.93","42,739.00","16.87","United States","NASDAQ","USD","1.00","USD","-"
"GEO","GEO GROUP INC","Industrials","Equity","721,140.48","0.00","721,140.48","33,984.00","21.22","United States","NYSE","USD","1.00","USD","-"
"BLBD","BLUE BIRD CORP","Industrials","Equity","717,467.52","0.00","717,467.52","10,128.00","70.84","United States","NASDAQ","USD","1.00","USD","-"
"PRVA","PRIVIA HEALTH GROUP INC","Health Care","Equity","718,020.70","0.00","718,020.70","29,930.00","23.99","United States","NASDAQ","USD","1.00","USD","-"
"SBCF","SEACOAST BANKING OF FLORIDA","Financials","Equity","715,844.48","0.00","715,844.48","23,062.00","31.04","United States","NASDAQ","USD","1.00","USD","-"
"ANDE","ANDERSONS INC","Consumer Staples","Equity","714,402.09","0.00","714,402.09","10,089.00","70.81","United States","NASDAQ","USD","1.00","USD","-"
"LUNR","INTUITIVE MACHINES INC CLASS A","Industrials","Equity","714,596.29","0.00","714,596.29","29,639.00","24.11","United States","NASDAQ","USD","1.00","USD","-"
"PRDO","PERDOCEO EDUCATION CORP","Consumer Discretionary","Equity","712,666.92","0.00","712,666.92","20,693.00","34.44","United States","NASDAQ","USD","1.00","USD","-"
"LOAR","LOAR HOLDINGS INC","Industrials","Equity","710,742.60","0.00","710,742.60","11,826.00","60.10","United States","NYSE","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT INC","Real Estate","Equity","711,050.56","0.00","711,050.56","27,808.00","25.57","United States","NYSE","USD","1.00","USD","-"
"MCY","MERCURY GENERAL CORP","Financials","Equity","707,730.21","0.00","707,730.21","7,221.00","98.01","United States","NYSE","USD","1.00","USD","-"
"RRR","RED ROCK RESORTS ORS CLASS A INC","Consumer Discretionary","Equity","709,045.56","0.00","709,045.56","13,194.00","53.74","United States","NASDAQ","USD","1.00","USD","-"
"WHR","WHIRLPOOL CORP","Consumer Discretionary","Equity","706,276.50","0.00","706,276.50","14,650.00","48.21","United States","NYSE","USD","1.00","USD","-"
"BATRK","ATLANTA BRAVES HOLDINGS INC SERIES","Communication","Equity","706,437.54","0.00","706,437.54","13,803.00","51.18","United States","NASDAQ","USD","1.00","USD","-"
"AKR","ACADIA REALTY TRUST REIT","Real Estate","Equity","706,731.28","0.00","706,731.28","32,212.00","21.94","United States","NYSE","USD","1.00","USD","-"
"ROG","ROGERS CORP","Information Technology","Equity","707,026.26","0.00","707,026.26","5,151.00","137.26","United States","NYSE","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL CORP","Industrials","Equity","704,506.66","0.00","704,506.66","8,657.00","81.38","United States","NASDAQ","USD","1.00","USD","-"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Health Care","Equity","702,538.64","0.00","702,538.64","13,438.00","52.28","United States","NASDAQ","USD","1.00","USD","-"
"WAFD","WAFD INC","Financials","Equity","702,663.33","0.00","702,663.33","19,699.00","35.67","United States","NASDAQ","USD","1.00","USD","-"
"WK","WORKIVA INC CLASS A","Information Technology","Equity","700,267.68","0.00","700,267.68","13,392.00","52.29","United States","NYSE","USD","1.00","USD","-"
"UE","URBAN EDGE PROPERTIES","Real Estate","Equity","698,505.21","0.00","698,505.21","31,707.00","22.03","United States","NYSE","USD","1.00","USD","-"
"FRPT","FRESHPET INC","Consumer Staples","Equity","696,531.29","0.00","696,531.29","12,467.00","55.87","United States","NASDAQ","USD","1.00","USD","-"
"IMNM","IMMUNOME INC","Health Care","Equity","696,943.52","0.00","696,943.52","31,408.00","22.19","United States","NASDAQ","USD","1.00","USD","-"
"BANF","BANCFIRST CORP","Financials","Equity","694,161.20","0.00","694,161.20","6,130.00","113.24","United States","NASDAQ","USD","1.00","USD","-"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","694,235.30","0.00","694,235.30","30,965.00","22.42","United States","NASDAQ","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","694,994.82","0.00","694,994.82","45,071.00","15.42","United States","NYSE","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS INC","Information Technology","Equity","692,252.52","0.00","692,252.52","32,138.00","21.54","United States","NASDAQ","USD","1.00","USD","-"
"CWT","CALIFORNIA WATER SERVICE GROUP","Utilities","Equity","693,688.86","0.00","693,688.86","15,903.00","43.62","United States","NYSE","USD","1.00","USD","-"
"PPTA","PERPETUA RESOURCES CORP","Materials","Equity","692,137.27","0.00","692,137.27","24,277.00","28.51","United States","NASDAQ","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","688,576.46","0.00","688,576.46","6,782.00","101.53","United States","NASDAQ","USD","1.00","USD","-"
"DYN","DYNE THERAPEUTICS INC","Health Care","Equity","687,831.10","0.00","687,831.10","39,215.00","17.54","United States","NASDAQ","USD","1.00","USD","-"
"GPOR","GULFPORT ENERGY CORP","Energy","Equity","685,161.60","0.00","685,161.60","3,832.00","178.80","United States","NYSE","USD","1.00","USD","-"
"SMG","SCOTTS MIRACLE GRO","Materials","Equity","686,238.72","0.00","686,238.72","11,008.00","62.34","United States","NYSE","USD","1.00","USD","-"
"CXW","CORECIVIC REIT INC","Industrials","Equity","684,318.84","0.00","684,318.84","31,362.00","21.82","United States","NYSE","USD","1.00","USD","-"
"OSW","ONESPAWORLD HOLDINGS LTD","Consumer Discretionary","Equity","681,357.60","0.00","681,357.60","27,720.00","24.58","United States","NASDAQ","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","681,750.75","0.00","681,750.75","60,925.00","11.19","United States","NYSE","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","681,754.48","0.00","681,754.48","46,252.00","14.74","United States","NYSE","USD","1.00","USD","-"
"LINE","LINEAGE INC","Real Estate","Equity","677,451.53","0.00","677,451.53","16,949.00","39.97","United States","NASDAQ","USD","1.00","USD","-"
"CURB","CURBLINE PROPERTIES","Real Estate","Equity","677,810.64","0.00","677,810.64","24,594.00","27.56","United States","NYSE","USD","1.00","USD","-"
"UPST","UPSTART HOLDINGS INC","Financials","Equity","675,033.00","0.00","675,033.00","23,277.00","29.00","United States","NASDAQ","USD","1.00","USD","-"
"DBRG","DIGITALBRIDGE GROUP INC CLASS A","Financials","Equity","675,397.76","0.00","675,397.76","43,184.00","15.64","United States","NYSE","USD","1.00","USD","-"
"PLUS","EPLUS","Information Technology","Equity","675,998.40","0.00","675,998.40","7,788.00","86.80","United States","NASDAQ","USD","1.00","USD","-"
"SHAK","SHAKE SHACK INC CLASS A","Consumer Discretionary","Equity","671,835.72","0.00","671,835.72","9,703.00","69.24","United States","NYSE","USD","1.00","USD","-"
"RARE","ULTRAGENYX PHARMACEUTICAL INC","Health Care","Equity","672,220.38","0.00","672,220.38","25,726.00","26.13","United States","NASDAQ","USD","1.00","USD","-"
"ORKA","ORUKA THERAPEUTICS INC","Health Care","Equity","672,606.86","0.00","672,606.86","10,498.00","64.07","United States","NASDAQ","USD","1.00","USD","-"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","Health Care","Equity","672,760.20","0.00","672,760.20","49,035.00","13.72","United States","NASDAQ","USD","1.00","USD","-"
"BANR","BANNER CORP","Financials","Equity","669,965.28","0.00","669,965.28","10,216.00","65.58","United States","NASDAQ","USD","1.00","USD","-"
"FRHC","FREEDOM HOLDING CORP","Financials","Equity","670,541.69","0.00","670,541.69","4,823.00","139.03","United States","NASDAQ","USD","1.00","USD","-"
"DNOW","DNOW INC","Industrials","Equity","667,050.75","0.00","667,050.75","51,115.00","13.05","United States","NYSE","USD","1.00","USD","-"
"CON","CONCENTRA GROUP HOLDINGS PARENT IN","Health Care","Equity","666,322.40","0.00","666,322.40","28,234.00","23.60","United States","NYSE","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","661,995.82","0.00","661,995.82","4,297.00","154.06","United States","NASDAQ","USD","1.00","USD","-"
"VRRM","VERRA MOBILITY CORP CLASS A","Industrials","Equity","662,402.51","0.00","662,402.51","45,277.00","14.63","United States","NASDAQ","USD","1.00","USD","-"
"TBBK","BANCORP INC","Financials","Equity","662,413.50","0.00","662,413.50","11,133.00","59.50","United States","NASDAQ","USD","1.00","USD","-"
"RSI","RUSH STREET INTERACTIVE INC CLASS","Consumer Discretionary","Equity","659,277.00","0.00","659,277.00","23,630.00","27.90","United States","NYSE","USD","1.00","USD","-"
"HNI","HNI CORP","Industrials","Equity","655,413.60","0.00","655,413.60","18,888.00","34.70","United States","NYSE","USD","1.00","USD","-"
"TMDX","TRANSMEDICS GROUP INC","Health Care","Equity","655,589.70","0.00","655,589.70","8,993.00","72.90","United States","NASDAQ","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","653,729.82","0.00","653,729.82","8,314.00","78.63","United States","NYSE","USD","1.00","USD","-"
"DFTX","DEFINIUM THERAPEUTICS INC","Health Care","Equity","654,263.20","0.00","654,263.20","28,201.00","23.20","United States","NASDAQ","USD","1.00","USD","-"
"GOLF","ACUSHNET HOLDINGS CORP","Consumer Discretionary","Equity","654,643.36","0.00","654,643.36","7,312.00","89.53","United States","NYSE","USD","1.00","USD","-"
"IMVT","IMMUNOVANT INC","Health Care","Equity","652,463.40","0.00","652,463.40","23,970.00","27.22","United States","NASDAQ","USD","1.00","USD","-"
"ARQT","ARCUTIS BIOTHERAPEUTICS INC","Health Care","Equity","652,525.44","0.00","652,525.44","31,584.00","20.66","United States","NASDAQ","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","650,240.78","0.00","650,240.78","16,982.00","38.29","United States","NASDAQ","USD","1.00","USD","-"
"BANC","BANC OF CALIFORNIA INC","Financials","Equity","647,888.49","0.00","647,888.49","33,797.00","19.17","United States","NYSE","USD","1.00","USD","-"
"BCRX","BIOCRYST PHARMACEUTICALS INC","Health Care","Equity","648,293.80","0.00","648,293.80","72,842.00","8.90","United States","NASDAQ","USD","1.00","USD","-"
"CALX","CALIX NETWORKS INC","Information Technology","Equity","648,535.04","0.00","648,535.04","14,902.00","43.52","United States","NYSE","USD","1.00","USD","-"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Industrials","Equity","648,908.08","0.00","648,908.08","8,072.00","80.39","United States","NASDAQ","USD","1.00","USD","-"
"KNTK","KINETIK HOLDINGS INC CLASS A","Energy","Equity","649,221.00","0.00","649,221.00","13,386.00","48.50","United States","NYSE","USD","1.00","USD","-"
"CLMT","CALUMET INC","Energy","Equity","646,341.75","0.00","646,341.75","18,675.00","34.61","United States","NASDAQ","USD","1.00","USD","-"
"AMSC","AMERICAN SUPERCONDUCTOR CORP","Industrials","Equity","647,314.86","0.00","647,314.86","12,163.00","53.22","United States","NASDAQ","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES INC","Materials","Equity","645,278.33","0.00","645,278.33","8,293.00","77.81","United States","NYSE","USD","1.00","USD","-"
"ADPT","ADAPTIVE BIOTECHNOLOGIES CORP","Health Care","Equity","641,145.05","0.00","641,145.05","43,645.00","14.69","United States","NASDAQ","USD","1.00","USD","-"
"ATEN","A10 NETWORKS INC","Information Technology","Equity","641,744.91","0.00","641,744.91","23,533.00","27.27","United States","NYSE","USD","1.00","USD","-"
"PRK","PARK NATIONAL CORP","Financials","Equity","638,995.68","0.00","638,995.68","3,656.00","174.78","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"TARS","TARSUS PHARMACEUTICALS INC","Health Care","Equity","637,617.24","0.00","637,617.24","9,969.00","63.96","United States","NASDAQ","USD","1.00","USD","-"
"AEHR","AEHR TEST SYSTEMS","Information Technology","Equity","635,078.34","0.00","635,078.34","6,959.00","91.26","United States","NASDAQ","USD","1.00","USD","-"
"CACC","CREDIT ACCEPTANCE CORP","Financials","Equity","635,287.05","0.00","635,287.05","1,215.00","522.87","United States","NASDAQ","USD","1.00","USD","-"
