iShares Russell 3000 ETF
Fund Holdings as of,"May 07, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"KKR","KKR AND CO INC","Financials","Equity","18,820,071.42","0.10","18,820,071.42","187,563.00","100.34","United States","NYSE","USD","1.00","USD","-"
"PSX","PHILLIPS 66","Energy","Equity","18,612,561.35","0.10","18,612,561.35","110,585.00","168.31","United States","NYSE","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","18,495,798.48","0.10","18,495,798.48","9,524.00","1,942.02","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","18,410,605.60","0.10","18,410,605.60","94,520.00","194.78","United States","NYSE","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","18,380,164.98","0.09","18,380,164.98","170,234.00","107.97","United States","NASDAQ","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","18,186,965.64","0.09","18,186,965.64","57,996.00","313.59","United States","NYSE","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","18,097,386.20","0.09","18,097,386.20","42,340.00","427.43","Sweden","NYSE","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","18,087,016.86","0.09","18,087,016.86","61,314.00","294.99","United States","NYSE","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","17,985,422.80","0.09","17,985,422.80","89,302.00","201.40","United States","NYSE","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","17,850,006.34","0.09","17,850,006.34","59,711.00","298.94","United States","NYSE","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","17,606,000.30","0.09","17,606,000.30","68,626.00","256.55","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","17,430,471.98","0.09","17,430,471.98","274,366.00","63.53","United States","NASDAQ","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","17,385,673.24","0.09","17,385,673.24","19,478.00","892.58","United States","NASDAQ","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","17,323,442.40","0.09","17,323,442.40","638,770.00","27.12","United States","NASDAQ","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","17,284,451.04","0.09","17,284,451.04","347,496.00","49.74","United States","NYSE","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","17,240,037.55","0.09","17,240,037.55","100,613.00","171.35","United States","NASDAQ","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","16,925,168.32","0.09","16,925,168.32","536,966.00","31.52","United States","NYSE","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","16,819,902.32","0.09","16,819,902.32","47,372.00","355.06","United States","NYSE","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","16,549,812.38","0.09","16,549,812.38","180,734.00","91.57","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","16,543,814.76","0.09","16,543,814.76","17,523.00","944.12","United States","NYSE","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","16,263,576.00","0.08","16,263,576.00","4,575.00","3,554.88","United States","NYSE","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","16,221,720.96","0.08","16,221,720.96","85,952.00","188.73","United States","NASDAQ","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","16,140,258.60","0.08","16,140,258.60","114,910.00","140.46","United States","NASDAQ","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","16,116,051.12","0.08","16,116,051.12","94,778.00","170.04","United States","NASDAQ","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","16,114,124.50","0.08","16,114,124.50","141,290.00","114.05","United States","NASDAQ","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","15,923,373.72","0.08","15,923,373.72","208,749.00","76.28","United States","NASDAQ","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","15,659,849.64","0.08","15,659,849.64","124,403.00","125.88","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","15,544,502.16","0.08","15,544,502.16","51,612.00","301.18","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","15,542,347.65","0.08","15,542,347.65","251,535.00","61.79","United States","NYSE","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","15,500,690.15","0.08","15,500,690.15","72,545.00","213.67","United States","NYSE","USD","1.00","USD","-"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","15,435,127.68","0.08","15,435,127.68","85,827.00","179.84","United States","NASDAQ","USD","1.00","USD","-"
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","15,428,134.64","0.08","15,428,134.64","59,651.00","258.64","United States","NYSE","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","15,359,741.99","0.08","15,359,741.99","48,121.00","319.19","United States","NYSE","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","15,232,041.65","0.08","15,232,041.65","43,015.00","354.11","United States","NASDAQ","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","14,939,156.12","0.08","14,939,156.12","63,644.00","234.73","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","14,853,942.66","0.08","14,853,942.66","37,133.00","400.02","United States","NYSE","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","14,849,472.30","0.08","14,849,472.30","146,185.00","101.58","United States","NASDAQ","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","14,821,903.68","0.08","14,821,903.68","59,042.00","251.04","United States","NASDAQ","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","14,806,220.62","0.08","14,806,220.62","172,426.00","85.87","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","14,786,069.74","0.08","14,786,069.74","115,706.00","127.79","United States","NYSE","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","14,763,538.30","0.08","14,763,538.30","11,963.00","1,234.10","United States","NYSE","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","14,734,417.92","0.08","14,734,417.92","58,368.00","252.44","United States","NYSE","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","14,724,336.33","0.08","14,724,336.33","186,219.00","79.07","United States","NYSE","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","14,709,382.40","0.08","14,709,382.40","129,484.00","113.60","United States","NYSE","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","14,558,997.49","0.08","14,558,997.49","236,309.00","61.61","United States","NYSE","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","14,506,851.35","0.07","14,506,851.35","190,955.00","75.97","United States","NASDAQ","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","14,443,046.28","0.07","14,443,046.28","58,526.00","246.78","United States","NYSE","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","14,414,387.92","0.07","14,414,387.92","214,436.00","67.22","United States","NYSE","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","14,348,909.75","0.07","14,348,909.75","93,205.00","153.95","United States","NYSE","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","14,297,977.14","0.07","14,297,977.14","321,954.00","44.41","United States","NYSE","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","14,249,681.90","0.07","14,249,681.90","62,857.00","226.70","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","14,233,774.02","0.07","14,233,774.02","314,142.00","45.31","United States","NYSE","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","14,025,742.70","0.07","14,025,742.70","69,455.00","201.94","United States","NYSE","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC","Information Technology","Equity","14,026,027.68","0.07","14,026,027.68","91,244.00","153.72","United States","NYSE","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","14,017,981.80","0.07","14,017,981.80","316,005.00","44.36","United States","NASDAQ","USD","1.00","USD","-"
"AU","ANGLOGOLD ASHANTI PLC","Materials","Equity","13,985,192.13","0.07","13,985,192.13","139,531.00","100.23","South Africa","NYSE","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","13,908,189.85","0.07","13,908,189.85","31,007.00","448.55","United States","NYSE","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","13,852,222.80","0.07","13,852,222.80","68,968.00","200.85","United States","NASDAQ","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","13,716,961.02","0.07","13,716,961.02","122,451.00","112.02","United States","NYSE","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","13,530,176.23","0.07","13,530,176.23","101,723.00","133.01","United States","NASDAQ","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","13,480,910.73","0.07","13,480,910.73","43,581.00","309.33","United States","NYSE","USD","1.00","USD","-"
"NU","NU HOLDINGS CLASS A","Financials","Equity","13,247,326.10","0.07","13,247,326.10","928,985.00","14.26","Brazil","NYSE","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","13,212,575.10","0.07","13,212,575.10","124,155.00","106.42","United States","NASDAQ","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","13,210,392.12","0.07","13,210,392.12","180,692.00","73.11","United States","NYSE","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","13,210,978.80","0.07","13,210,978.80","159,630.00","82.76","United States","NYSE","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","13,156,166.10","0.07","13,156,166.10","1,080,145.00","12.18","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","13,054,915.02","0.07","13,054,915.02","162,314.00","80.43","United States","NASDAQ","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","13,049,819.02","0.07","13,049,819.02","52,934.00","246.53","United States","NYSE","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","12,960,428.04","0.07","12,960,428.04","50,694.00","255.66","United States","NYSE","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","12,525,458.00","0.06","12,525,458.00","21,890.00","572.20","United States","NASDAQ","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","12,443,415.54","0.06","12,443,415.54","280,194.00","44.41","United States","NASDAQ","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","12,440,032.78","0.06","12,440,032.78","46,841.00","265.58","United States","NYSE","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","12,342,448.63","0.06","12,342,448.63","248,489.00","49.67","United States","NASDAQ","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","12,184,476.52","0.06","12,184,476.52","79,502.00","153.26","United States","NYSE","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","12,142,687.75","0.06","12,142,687.75","77,219.00","157.25","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","12,137,807.08","0.06","12,137,807.08","153,994.00","78.82","United States","NYSE","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","12,130,652.16","0.06","12,130,652.16","65,472.00","185.28","United States","NYSE","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","12,030,631.62","0.06","12,030,631.62","361,606.00","33.27","United States","NYSE","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","11,943,873.90","0.06","11,943,873.90","81,417.00","146.70","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","11,894,624.56","0.06","11,894,624.56","257,348.00","46.22","United States","NASDAQ","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","11,811,853.44","0.06","11,811,853.44","61,214.00","192.96","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","11,558,179.60","0.06","11,558,179.60","25,190.00","458.84","United States","NYSE","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","11,545,584.51","0.06","11,545,584.51","19,623.00","588.37","United States","NYSE","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","11,523,606.12","0.06","11,523,606.12","77,454.00","148.78","United States","NYSE","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","11,343,129.16","0.06","11,343,129.16","148,412.00","76.43","United States","NYSE","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","11,196,456.00","0.06","11,196,456.00","50,096.00","223.50","United States","NASDAQ","USD","1.00","USD","-"
"EME","EMCOR GROUP INC","Industrials","Equity","11,187,594.42","0.06","11,187,594.42","12,107.00","924.06","United States","NYSE","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","11,172,924.25","0.06","11,172,924.25","55,435.00","201.55","United States","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","11,132,320.65","0.06","11,132,320.65","128,623.00","86.55","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","11,126,158.07","0.06","11,126,158.07","110,587.00","100.61","United States","NASDAQ","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","11,071,689.00","0.06","11,071,689.00","124,401.00","89.00","United States","NASDAQ","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","10,845,526.30","0.06","10,845,526.30","119,090.00","91.07","United States","NYSE","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","10,806,255.90","0.06","10,806,255.90","363,847.00","29.70","United States","NYSE","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","10,792,610.40","0.06","10,792,610.40","44,616.00","241.90","United States","NYSE","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","10,665,091.12","0.06","10,665,091.12","122,152.00","87.31","United States","NYSE","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","10,631,655.83","0.05","10,631,655.83","136,601.00","77.83","United States","NYSE","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","10,609,661.60","0.05","10,609,661.60","159,760.00","66.41","United States","NYSE","USD","1.00","USD","-"
"RKLB","ROCKET LAB CORP","Industrials","Equity","10,583,311.56","0.05","10,583,311.56","134,682.00","78.58","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","10,497,607.69","0.05","10,497,607.69","98,671.00","106.39","United States","NYSE","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","10,484,691.84","0.05","10,484,691.84","36,288.00","288.93","United States","NYSE","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","10,450,579.44","0.05","10,450,579.44","148,996.00","70.14","United States","NYSE","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","10,432,481.46","0.05","10,432,481.46","193,409.00","53.94","United States","NYSE","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Information Technology","Equity","10,395,922.68","0.05","10,395,922.68","29,497.00","352.44","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON INC","Consumer Discretionary","Equity","10,391,312.36","0.05","10,391,312.36","71,188.00","145.97","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","10,311,915.25","0.05","10,311,915.25","54,145.00","190.45","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","10,306,203.61","0.05","10,306,203.61","77,683.00","132.67","United States","NYSE","USD","1.00","USD","-"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Health Care","Equity","10,305,065.75","0.05","10,305,065.75","34,825.00","295.91","United States","NASDAQ","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","10,226,465.64","0.05","10,226,465.64","80,644.00","126.81","United States","NYSE","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","10,173,796.72","0.05","10,173,796.72","131,224.00","77.53","United States","NYSE","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","10,109,883.68","0.05","10,109,883.68","354,484.00","28.52","United States","NASDAQ","USD","1.00","USD","-"
